"상품군별(1)","시점",인터넷쇼핑,모바일쇼핑
"여행 및 교통서비스","2019.04",586949,808109
"여행 및 교통서비스","2019.05",614613,875280
"여행 및 교통서비스","2019.06",612674,871038
"여행 및 교통서비스","2019.07",657421,994070
"여행 및 교통서비스","2019.08",658142,1034627
"여행 및 교통서비스","2019.09",533192,836955
"여행 및 교통서비스","2019.10",598342,888311
"여행 및 교통서비스","2019.11",607963,889622
"여행 및 교통서비스","2019.12",641388,977716
"여행 및 교통서비스","2020.01",456795,947890
"여행 및 교통서비스","2020.02",222219,462317
"여행 및 교통서비스","2020.03",101944,256114
"여행 및 교통서비스","2020.04",90801,348887
"여행 및 교통서비스","2020.05",108884,441793
"여행 및 교통서비스","2020.06",117662,465106
"여행 및 교통서비스","2020.07",157901,624106
"여행 및 교통서비스","2020.08",160661,620054
"여행 및 교통서비스","2020.09",104505,441892
"여행 및 교통서비스","2020.10",146471,532341
"여행 및 교통서비스","2020.11",149213,535226
"여행 및 교통서비스","2020.12",90366,379276
"여행 및 교통서비스","2021.01",89120,407448
"여행 및 교통서비스","2021.02",117466,452203
"여행 및 교통서비스","2021.03",126601,485713
"여행 및 교통서비스","2021.04",161947,528860
"여행 및 교통서비스","2021.05",177072,594368
"여행 및 교통서비스","2021.06",178431,610876
"여행 및 교통서비스","2021.07",188267,600927
"여행 및 교통서비스","2021.08",188488,599501
"여행 및 교통서비스","2021.09",179342,580426
"여행 및 교통서비스","2021.10",204380,685194
"여행 및 교통서비스","2021.11",251920,729359
"여행 및 교통서비스","2021.12",223718,743506
"여행 및 교통서비스","2022.01",208205,725726
"여행 및 교통서비스","2022.02",186689,594503
"여행 및 교통서비스","2022.03",255814,665783
"여행 및 교통서비스","2022.04",395581,902337
"여행 및 교통서비스","2022.05",465903,1048319
"여행 및 교통서비스","2022.06",470423,1039451
"여행 및 교통서비스","2022.07",499276,1174411
"여행 및 교통서비스","2022.08",494988,1219004
"여행 및 교통서비스","2022.09",457514,1044876
"여행 및 교통서비스","2022.10",493918,1139389
"여행 및 교통서비스","2022.11",451186,1124410
"여행 및 교통서비스","2022.12",499580,1259188
"여행 및 교통서비스","2023.01",584015,1229959
"여행 및 교통서비스","2023.02",589263,1167555
"여행 및 교통서비스","2023.03",565990,1174473
"여행 및 교통서비스","2023.04",580460,1241974
"여행 및 교통서비스","2023.05",719385,1404482
"여행 및 교통서비스","2023.06",669668,1336536
"여행 및 교통서비스","2023.07",719912,1481189
"여행 및 교통서비스","2023.08",743532,1495796
"여행 및 교통서비스","2023.09",726377,1372980
"여행 및 교통서비스","2023.10",740015,1388873
"여행 및 교통서비스","2023.11",664179,1369969
"여행 및 교통서비스","2023.12",704069,1466681
"여행 및 교통서비스","2024.01",769509,1552361
"여행 및 교통서비스","2024.02",696352,1452625
"여행 및 교통서비스","2024.03",675336,1420960
"여행 및 교통서비스","2024.04",670869,1418021
"여행 및 교통서비스","2024.05",792951,1575924
"여행 및 교통서비스","2024.06",642477,1434229
"여행 및 교통서비스","2024.07",725634,1546343
"여행 및 교통서비스","2024.08",705579,1626290
"여행 및 교통서비스","2024.09",683744,1389305
"여행 및 교통서비스","2024.10",768819,1493506
"여행 및 교통서비스","2024.11 p)",688081,1417280
"여행 및 교통서비스","2024.12 p)",754717,1478405
"문화 및 레저서비스","2017.01",94242,70012
"문화 및 레저서비스","2017.02",72901,50991
"문화 및 레저서비스","2017.03",88936,49197
"문화 및 레저서비스","2017.04",66084,53515
"문화 및 레저서비스","2017.05",76776,57009
"문화 및 레저서비스","2017.06",86509,57802
"문화 및 레저서비스","2017.07",82271,69376
"문화 및 레저서비스","2017.08",101624,83259
"문화 및 레저서비스","2017.09",74496,52535
"문화 및 레저서비스","2017.10",97818,81688
"문화 및 레저서비스","2017.11",65460,79622
"문화 및 레저서비스","2017.12",71778,135272
"문화 및 레저서비스","2018.01",64022,118365
"문화 및 레저서비스","2018.02",61442,90396
"문화 및 레저서비스","2018.03",96087,75329
"문화 및 레저서비스","2018.04",67870,97095
"문화 및 레저서비스","2018.05",61998,91742
"문화 및 레저서비스","2018.06",74968,94653
"문화 및 레저서비스","2018.07",63614,100614
"문화 및 레저서비스","2018.08",75356,138171
"문화 및 레저서비스","2018.09",73836,109445
"문화 및 레저서비스","2018.10",61376,125104
"문화 및 레저서비스","2018.11",73373,113638
"문화 및 레저서비스","2018.12",69403,127346
"문화 및 레저서비스","2019.01",68836,98877
"문화 및 레저서비스","2019.02",69543,113392
"문화 및 레저서비스","2019.03",73468,102617
"문화 및 레저서비스","2019.04",94922,105113
"문화 및 레저서비스","2019.05",100869,103309
"문화 및 레저서비스","2019.06",110917,137409
"문화 및 레저서비스","2019.07",93469,122460
"문화 및 레저서비스","2019.08",96812,123257
"문화 및 레저서비스","2019.09",83251,83400
"문화 및 레저서비스","2019.10",115207,91494
"문화 및 레저서비스","2019.11",88214,118599
"문화 및 레저서비스","2019.12",68436,116169
"문화 및 레저서비스","2020.01",55095,101406
"문화 및 레저서비스","2020.02",23350,34409
"문화 및 레저서비스","2020.03",7023,14510
"문화 및 레저서비스","2020.04",11059,19691
"문화 및 레저서비스","2020.05",18708,34728
"문화 및 레저서비스","2020.06",15397,29968
"문화 및 레저서비스","2020.07",27067,51889
"문화 및 레저서비스","2020.08",16459,42418
"문화 및 레저서비스","2020.09",12061,28739
"문화 및 레저서비스","2020.10",29574,49254
"문화 및 레저서비스","2020.11",30474,38903
"문화 및 레저서비스","2020.12",3484,3959
"문화 및 레저서비스","2021.01",10302,18727
"문화 및 레저서비스","2021.02",25595,43253
"문화 및 레저서비스","2021.03",28824,49044
"문화 및 레저서비스","2021.04",28977,47084
"문화 및 레저서비스","2021.05",32716,57727
"문화 및 레저서비스","2021.06",43239,71117
"문화 및 레저서비스","2021.07",29270,51373
"문화 및 레저서비스","2021.08",31005,59352
"문화 및 레저서비스","2021.09",30655,58155
"문화 및 레저서비스","2021.10",52466,80569
"문화 및 레저서비스","2021.11",71001,102314
"문화 및 레저서비스","2021.12",48321,85616
"문화 및 레저서비스","2022.01",47342,76091
"문화 및 레저서비스","2022.02",35905,51164
"문화 및 레저서비스","2022.03",52496,60789
"문화 및 레저서비스","2022.04",68769,99217
"문화 및 레저서비스","2022.05",100741,151901
"문화 및 레저서비스","2022.06",129024,182553
"문화 및 레저서비스","2022.07",93104,172433
"문화 및 레저서비스","2022.08",88123,157755
"문화 및 레저서비스","2022.09",99529,115687
"문화 및 레저서비스","2022.10",102970,126635
"문화 및 레저서비스","2022.11",86217,116605
"문화 및 레저서비스","2022.12",85344,149743
"문화 및 레저서비스","2023.01",68022,131100
"문화 및 레저서비스","2023.02",72368,119465
"문화 및 레저서비스","2023.03",85868,119032
"문화 및 레저서비스","2023.04",94355,125224
"문화 및 레저서비스","2023.05",112671,149701
"문화 및 레저서비스","2023.06",154864,179180
"문화 및 레저서비스","2023.07",105407,168185
"문화 및 레저서비스","2023.08",125125,166672
"문화 및 레저서비스","2023.09",100934,121855
"문화 및 레저서비스","2023.10",120519,152225
"문화 및 레저서비스","2023.11",115104,142490
"문화 및 레저서비스","2023.12",92373,156355
"문화 및 레저서비스","2024.01",82961,124030
"문화 및 레저서비스","2024.02",93719,144046
"문화 및 레저서비스","2024.03",119214,137801
"문화 및 레저서비스","2024.04",118206,143161
"문화 및 레저서비스","2024.05",103534,140195
"문화 및 레저서비스","2024.06",156252,174140
"문화 및 레저서비스","2024.07",112907,160144
"문화 및 레저서비스","2024.08",123387,167644
"문화 및 레저서비스","2024.09",161938,167441
"문화 및 레저서비스","2024.10",112487,157190
"문화 및 레저서비스","2024.11 p)",100329,151059
"문화 및 레저서비스","2024.12 p)",82688,117604
"이쿠폰서비스","2017.01",14216,74432
"이쿠폰서비스","2017.02",11707,69089
"이쿠폰서비스","2017.03",12277,77872
"이쿠폰서비스","2017.04",12206,72727
"이쿠폰서비스","2017.05",14631,83982
"이쿠폰서비스","2017.06",16151,78868
"이쿠폰서비스","2017.07",15604,76023
"이쿠폰서비스","2017.08",17291,83577
"이쿠폰서비스","2017.09",17375,83024
"이쿠폰서비스","2017.10",16436,79602
"이쿠폰서비스","2017.11",20237,104091
"이쿠폰서비스","2017.12",27963,122247
"이쿠폰서비스","2018.01",20062,85532
"이쿠폰서비스","2018.02",20823,108408
"이쿠폰서비스","2018.03",23768,115826
"이쿠폰서비스","2018.04",21048,112090
"이쿠폰서비스","2018.05",31942,137108
"이쿠폰서비스","2018.06",34733,130958
"이쿠폰서비스","2018.07",32188,139718
"이쿠폰서비스","2018.08",27793,152998
"이쿠폰서비스","2018.09",35669,168207
"이쿠폰서비스","2018.10",34178,168555
"이쿠폰서비스","2018.11",39540,199645
"이쿠폰서비스","2018.12",40676,227077
"이쿠폰서비스","2019.01",35976,204146
"이쿠폰서비스","2019.02",26790,207319
"이쿠폰서비스","2019.03",34335,223209
"이쿠폰서비스","2019.04",29748,197050
"이쿠폰서비스","2019.05",35151,240829
"이쿠폰서비스","2019.06",33275,226581
"이쿠폰서비스","2019.07",35781,246695
"이쿠폰서비스","2019.08",53619,255559
"이쿠폰서비스","2019.09",34358,242452
"이쿠폰서비스","2019.10",35621,266750
"이쿠폰서비스","2019.11",45788,323632
"이쿠폰서비스","2019.12",40531,304831
"이쿠폰서비스","2020.01",36686,281833
"이쿠폰서비스","2020.02",36803,297849
"이쿠폰서비스","2020.03",50540,310469
"이쿠폰서비스","2020.04",41765,304803
"이쿠폰서비스","2020.05",46904,306363
"이쿠폰서비스","2020.06",43979,278728
"이쿠폰서비스","2020.07",54142,302087
"이쿠폰서비스","2020.08",47782,314354
"이쿠폰서비스","2020.09",52527,359792
"이쿠폰서비스","2020.10",52542,319384
"이쿠폰서비스","2020.11",55372,361986
"이쿠폰서비스","2020.12",54688,483801
"이쿠폰서비스","2021.01",55347,418651
"이쿠폰서비스","2021.02",51311,439535
"이쿠폰서비스","2021.03",63979,434759
"이쿠폰서비스","2021.04",48575,407104
"이쿠폰서비스","2021.05",54538,454885
"이쿠폰서비스","2021.06",59267,437167
"이쿠폰서비스","2021.07",57813,441532
"이쿠폰서비스","2021.08",54536,440147
"이쿠폰서비스","2021.09",50971,493702
"이쿠폰서비스","2021.10",44770,419604
"이쿠폰서비스","2021.11",47554,476000
"이쿠폰서비스","2021.12",65821,582129
"이쿠폰서비스","2022.01",78296,551865
"이쿠폰서비스","2022.02",73667,488378
"이쿠폰서비스","2022.03",83337,517998
"이쿠폰서비스","2022.04",78325,476818
"이쿠폰서비스","2022.05",84732,540297
"이쿠폰서비스","2022.06",68872,446720
"이쿠폰서비스","2022.07",82958,506317
"이쿠폰서비스","2022.08",100859,511967
"이쿠폰서비스","2022.09",117974,580803
"이쿠폰서비스","2022.10",112295,504926
"이쿠폰서비스","2022.11",126376,616850
"이쿠폰서비스","2022.12",142893,641890
"이쿠폰서비스","2023.01",134069,624263
"이쿠폰서비스","2023.02",156777,561656
"이쿠폰서비스","2023.03",169461,591396
"이쿠폰서비스","2023.04",179703,585189
"이쿠폰서비스","2023.05",182052,667821
"이쿠폰서비스","2023.06",168578,579491
"이쿠폰서비스","2023.07",157710,592197
"이쿠폰서비스","2023.08",202636,626352
"이쿠폰서비스","2023.09",269102,712718
"이쿠폰서비스","2023.10",243721,665777
"이쿠폰서비스","2023.11",232052,700440
"이쿠폰서비스","2023.12",244462,817276
"이쿠폰서비스","2024.01",243042,660865
"이쿠폰서비스","2024.02",257793,714703
"이쿠폰서비스","2024.03",241507,626270
"이쿠폰서비스","2024.04",260475,606971
"이쿠폰서비스","2024.05",261484,700496
"이쿠폰서비스","2024.06",243868,705911
"이쿠폰서비스","2024.07",79671,438033
"이쿠폰서비스","2024.08",32466,394347
"이쿠폰서비스","2024.09",41138,461523
"이쿠폰서비스","2024.10",50509,394516
"이쿠폰서비스","2024.11 p)",62334,462175
"이쿠폰서비스","2024.12 p)",69173,504346
"음식서비스","2017.01",32810,150546
"음식서비스","2017.02",28759,145165
"음식서비스","2017.03",30493,161602
"음식서비스","2017.04",30273,166271
"음식서비스","2017.05",31139,179426
"음식서비스","2017.06",25541,170090
"음식서비스","2017.07",27301,197324
"음식서비스","2017.08",34667,219093
"음식서비스","2017.09",30106,209012
"음식서비스","2017.10",32224,210551
"음식서비스","2017.11",34430,246210
"음식서비스","2017.12",40576,298964
"음식서비스","2018.01",37792,309665
"음식서비스","2018.02",35445,288800
"음식서비스","2018.03",35896,325867
"음식서비스","2018.04",47587,318369
"음식서비스","2018.05",33475,355920
"음식서비스","2018.06",38204,374849
"음식서비스","2018.07",41490,415437
"음식서비스","2018.08",43611,453319
"음식서비스","2018.09",40102,423648
"음식서비스","2018.10",41489,460967
"음식서비스","2018.11",42091,468405
"음식서비스","2018.12",52591,577758
"음식서비스","2019.01",53351,568558
"음식서비스","2019.02",48759,566204
"음식서비스","2019.03",54675,639833
"음식서비스","2019.04",49084,637236
"음식서비스","2019.05",49857,692525
"음식서비스","2019.06",52192,722286
"음식서비스","2019.07",55648,773268
"음식서비스","2019.08",59450,857555
"음식서비스","2019.09",55127,799765
"음식서비스","2019.10",59150,854572
"음식서비스","2019.11",61128,965853
"음식서비스","2019.12",67608,991679
"음식서비스","2020.01",66559,997060
"음식서비스","2020.02",69058,1066123
"음식서비스","2020.03",72457,1179839
"음식서비스","2020.04",77618,1185383
"음식서비스","2020.05",88284,1232526
"음식서비스","2020.06",68439,1185053
"음식서비스","2020.07",73213,1305571
"음식서비스","2020.08",84744,1592675
"음식서비스","2020.09",74261,1529963
"음식서비스","2020.10",68510,1478372
"음식서비스","2020.11",70275,1572953
"음식서비스","2020.12",87035,2111121
"음식서비스","2021.01",67562,1988503
"음식서비스","2021.02",60117,1792081
"음식서비스","2021.03",59810,1938450
"음식서비스","2021.04",53982,1955642
"음식서비스","2021.05",57461,2131344
"음식서비스","2021.06",51466,1968130
"음식서비스","2021.07",59661,2358398
"음식서비스","2021.08",58061,2397833
"음식서비스","2021.09",59192,2171862
"음식서비스","2021.10",55321,2252435
"음식서비스","2021.11",45502,2078946
"음식서비스","2021.12",54361,2443537
"음식서비스","2022.01",51266,2380060
"음식서비스","2022.02",49522,2232203
"음식서비스","2022.03",49492,2372920
"음식서비스","2022.04",43815,2091751
"음식서비스","2022.05",44575,2074283
"음식서비스","2022.06",39867,2073834
"음식서비스","2022.07",43126,2253979
"음식서비스","2022.08",42626,2232044
"음식서비스","2022.09",36595,1963891
"음식서비스","2022.10",37986,2099451
"음식서비스","2022.11",36591,2036813
"음식서비스","2022.12",40575,2258120
"음식서비스","2023.01",39031,2189819
"음식서비스","2023.02",34709,1991042
"음식서비스","2023.03",37127,2070561
"음식서비스","2023.04",37464,2064462
"음식서비스","2023.05",37326,2143926
"음식서비스","2023.06",35242,2095103
"음식서비스","2023.07",38437,2305345
"음식서비스","2023.08",37800,2331354
"음식서비스","2023.09",34191,2107896
"음식서비스","2023.10",36004,2153610
"음식서비스","2023.11",34532,2126642
"음식서비스","2023.12",38326,2381216
"음식서비스","2024.01",35195,2210858
"음식서비스","2024.02",33321,2118564
"음식서비스","2024.03",33851,2244521
"음식서비스","2024.04",30743,2177985
"음식서비스","2024.05",31338,2329752
"음식서비스","2024.06",31818,2364246
"음식서비스","2024.07",33890,2504581
"음식서비스","2024.08",35334,2685944
"음식서비스","2024.09",32065,2480672
"음식서비스","2024.10",32309,2501951
"음식서비스","2024.11 p)",30714,2456632
"음식서비스","2024.12 p)",34997,2808932
"기타서비스","2017.01",41810,23788
"기타서비스","2017.02",22608,18125
"기타서비스","2017.03",19826,16120
"기타서비스","2017.04",21513,31704
"기타서비스","2017.05",18357,25133
"기타서비스","2017.06",18198,22907
"기타서비스","2017.07",24316,27703
"기타서비스","2017.08",21923,30697
"기타서비스","2017.09",92102,32185
"기타서비스","2017.10",27007,25456
"기타서비스","2017.11",31121,25590
"기타서비스","2017.12",31087,25605
"기타서비스","2018.01",42361,30782
"기타서비스","2018.02",27138,30542
"기타서비스","2018.03",32485,29349
"기타서비스","2018.04",28747,33421
"기타서비스","2018.05",29079,29302
"기타서비스","2018.06",30702,28634
"기타서비스","2018.07",30437,31983
"기타서비스","2018.08",28968,33127
"기타서비스","2018.09",95345,37839
"기타서비스","2018.10",39959,35564
"기타서비스","2018.11",42304,32916
"기타서비스","2018.12",43518,34672
"기타서비스","2019.01",62056,35746
"기타서비스","2019.02",43859,34027
"기타서비스","2019.03",40724,38262
"기타서비스","2019.04",42662,36933
"기타서비스","2019.05",45501,44706
"기타서비스","2019.06",44161,43805
"기타서비스","2019.07",44998,51758
"기타서비스","2019.08",58226,70896
"기타서비스","2019.09",115446,59355
"기타서비스","2019.10",63323,57826
"기타서비스","2019.11",78458,56116
"기타서비스","2019.12",93809,86448
"기타서비스","2020.01",75099,93172
"기타서비스","2020.02",64288,93350
"기타서비스","2020.03",32133,43364
"기타서비스","2020.04",49637,75026
"기타서비스","2020.05",37734,61255
"기타서비스","2020.06",43133,61150
"기타서비스","2020.07",46303,68415
"기타서비스","2020.08",62924,101375
"기타서비스","2020.09",76210,66232
"기타서비스","2020.10",96795,64267
"기타서비스","2020.11",55002,79680
"기타서비스","2020.12",68685,75082
"기타서비스","2021.01",79824,99107
"기타서비스","2021.02",74512,107192
"기타서비스","2021.03",113918,156626
"기타서비스","2021.04",63613,87393
"기타서비스","2021.05",58345,105388
"기타서비스","2021.06",74630,119724
"기타서비스","2021.07",80773,126896
"기타서비스","2021.08",76718,126660
"기타서비스","2021.09",125469,99451
"기타서비스","2021.10",58273,83875
"기타서비스","2021.11",57437,79172
"기타서비스","2021.12",65805,85589
"기타서비스","2022.01",81181,87128
"기타서비스","2022.02",76792,102439
"기타서비스","2022.03",86749,115878
"기타서비스","2022.04",80340,113212
"기타서비스","2022.05",77519,118911
"기타서비스","2022.06",89966,117777
"기타서비스","2022.07",96900,125715
"기타서비스","2022.08",83021,117784
"기타서비스","2022.09",157004,107004
"기타서비스","2022.10",99534,103319
"기타서비스","2022.11",110849,126075
"기타서비스","2022.12",102496,95323
"기타서비스","2023.01",93449,93262
"기타서비스","2023.02",86936,94999
"기타서비스","2023.03",86920,98911
"기타서비스","2023.04",94086,115735
"기타서비스","2023.05",86425,110144
"기타서비스","2023.06",93250,102293
"기타서비스","2023.07",99799,110521
"기타서비스","2023.08",121017,122677
"기타서비스","2023.09",176846,92314
"기타서비스","2023.10",111532,104606
"기타서비스","2023.11",124265,116073
"기타서비스","2023.12",129500,109889
"기타서비스","2024.01",125896,128982
"기타서비스","2024.02",103288,120873
"기타서비스","2024.03",91002,105169
"기타서비스","2024.04",113181,123340
"기타서비스","2024.05",102682,135046
"기타서비스","2024.06",107251,126105
"기타서비스","2024.07",123454,109832
"기타서비스","2024.08",106570,132604
"기타서비스","2024.09",169302,132413
"기타서비스","2024.10",131294,144379
"기타서비스","2024.11 p)",171388,203496
"기타서비스","2024.12 p)",212747,194445
"기타","2017.01",86780,57713
"기타","2017.02",80170,61409
"기타","2017.03",97661,77987
"기타","2017.04",90639,72425
"기타","2017.05",92076,72441
"기타","2017.06",99948,80383
"기타","2017.07",93311,75734
"기타","2017.08",103067,76238
"기타","2017.09",104940,87334
"기타","2017.10",96251,75041
"기타","2017.11",105278,113788
"기타","2017.12",133830,139263
"기타","2018.01",110089,117870
"기타","2018.02",91943,132678
"기타","2018.03",129620,147626
"기타","2018.04",102789,118425
"기타","2018.05",105807,117098
"기타","2018.06",95910,104495
"기타","2018.07",95215,106564
"기타","2018.08",95804,106850
"기타","2018.09",103602,116839
"기타","2018.10",111266,129898
"기타","2018.11",142644,169252
"기타","2018.12",145458,168526
"기타","2019.01",115855,108084
"기타","2019.02",117022,104577
"기타","2019.03",205975,121766
"기타","2019.04",106440,89517
"기타","2019.05",97398,98440
"기타","2019.06",74843,86824
"기타","2019.07",84678,97630
"기타","2019.08",107102,96433
"기타","2019.09",80243,112710
"기타","2019.10",97450,108815
"기타","2019.11",97884,109016
"기타","2019.12",100009,113636
"기타","2020.01",143693,213148
"기타","2020.02",115865,207325
"기타","2020.03",130698,193996
"기타","2020.04",105643,152835
"기타","2020.05",127079,218155
"기타","2020.06",123498,186963
"기타","2020.07",124934,206960
"기타","2020.08",124467,259648
"기타","2020.09",117424,219809
"기타","2020.10",128928,187170
"기타","2020.11",138622,212611
"기타","2020.12",149869,216693
"기타","2021.01",104395,186190
"기타","2021.02",113062,172094
"기타","2021.03",146572,227810
"기타","2021.04",107097,193630
"기타","2021.05",105681,206864
"기타","2021.06",112787,161439
"기타","2021.07",115173,168530
"기타","2021.08",99717,162871
"기타","2021.09",93084,168609
"기타","2021.10",99223,177575
"기타","2021.11",100528,180459
"기타","2021.12",118920,211181
"기타","2022.01",82200,197502
"기타","2022.02",79891,209689
"기타","2022.03",88502,215750
"기타","2022.04",86962,207195
"기타","2022.05",83007,205939
"기타","2022.06",77836,196832
"기타","2022.07",86644,211906
"기타","2022.08",84085,213955
"기타","2022.09",77614,201742
"기타","2022.10",90865,189679
"기타","2022.11",93419,196872
"기타","2022.12",102391,218876
"기타","2023.01",77363,188130
"기타","2023.02",74831,142849
"기타","2023.03",86780,165780
"기타","2023.04",85872,168332
"기타","2023.05",80019,161719
"기타","2023.06",82435,142982
"기타","2023.07",90249,134481
"기타","2023.08",85016,135357
"기타","2023.09",79158,126112
"기타","2023.10",81645,140495
"기타","2023.11",88620,169882
"기타","2023.12",91467,158231
"기타","2024.01",79438,134763
"기타","2024.02",71466,122551
"기타","2024.03",76329,132772
"기타","2024.04",78099,129018
"기타","2024.05",71448,134369
"기타","2024.06",63577,115554
"기타","2024.07",71215,115314
"기타","2024.08",61304,120200
"기타","2024.09",63863,126583
"기타","2024.10",68403,128216
"기타","2024.11 p)",73246,135527
"기타","2024.12 p)",75613,144134
